Distribution of honor card value
Points, Hands, Probability
0, 2310789600, 0.003638961035
1, 5006710800, 0.007884415576
2, 8611542576, 0.013561194790
3, 15636342960, 0.024623636336
4, 24419055136, 0.038454383795
5, 32933031040, 0.051861933564
6, 41619399184, 0.065540961378
7, 50979441968, 0.080280871483
8, 56466608128, 0.088921893516
9, 59413313872, 0.093562275913
10, 59723754816, 0.094051148850
11, 56799933520, 0.089446804184
12, 50971682080, 0.080268651448
13, 43906944752, 0.069143318419
14, 36153374224, 0.056933231862
15, 28090962724, 0.044236791954
16, 21024781756, 0.033109185525
17, 14997082848, 0.023616948995
18, 10192504020, 0.016050844688
19, 6579838440, 0.010361729038
20, 4086538404, 0.006435356131
21, 2399507844, 0.003778671822
22, 1333800036, 0.002100427646
23, 710603628, 0.001119036936
24, 354993864, 0.000559033518
25, 167819892, 0.000264277651
26, 74095248, 0.000116682938
27, 31157940, 0.000049066574
28, 11790760, 0.000018567729
29, 4236588, 0.000006671650
30, 1396068, 0.000002198485
31, 388196, 0.000000611319
32, 109156, 0.000000171896
33, 22360, 0.000000035212
34, 4484, 0.000000007061
35, 624, 0.000000000983
36, 60, 0.000000000094
37, 4, 0.000000000006

Distribution of honor card vectors
Index, Aces, Kings, Queens, Jacks, Others, Value, Hands, Probability
509,4,0,2,3,4,23,1413720,0.000002226283
510,4,0,2,4,3,24,42840,0.000000067463
511,4,0,3,0,6,22,7791168,0.000012269294
512,4,0,3,1,5,23,6031872,0.000009498808
513,4,0,3,2,4,24,1413720,0.000002226283
514,4,0,3,3,3,25,114240,0.000000179902
515,4,0,3,4,2,26,2520,0.000000003968
516,4,0,4,0,5,24,376992,0.000000593676
517,4,0,4,1,4,25,235620,0.000000371047
518,4,0,4,2,3,26,42840,0.000000067463
519,4,0,4,3,2,27,2520,0.000000003968
520,4,0,4,4,1,28,36,0.000000000057
521,4,1,0,0,8,19,121041360,0.000190612245
522,4,1,0,1,7,20,133562880,0.000210330753
523,4,1,0,2,6,21,46747008,0.000073615763
524,4,1,0,3,5,22,6031872,0.000009498808
525,4,1,0,4,4,23,235620,0.000000371047
526,4,1,1,0,7,21,133562880,0.000210330753
527,4,1,1,1,6,22,124658688,0.000196308703
528,4,1,1,2,5,23,36191232,0.000056992849
529,4,1,1,3,4,24,3769920,0.000005936755
530,4,1,1,4,3,25,114240,0.000000179902
531,4,1,2,0,6,23,46747008,0.000073615763
532,4,1,2,1,5,24,36191232,0.000056992849
533,4,1,2,2,4,25,8482320,0.000013357699
534,4,1,2,3,3,26,685440,0.000001079410
535,4,1,2,4,2,27,15120,0.000000023811
536,4,1,3,0,5,25,6031872,0.000009498808
537,4,1,3,1,4,26,3769920,0.000005936755
538,4,1,3,2,3,27,685440,0.000001079410
539,4,1,3,3,2,28,40320,0.000000063495
540,4,1,3,4,1,29,576,0.000000000907
541,4,1,4,0,4,27,235620,0.000000371047
542,4,1,4,1,3,28,114240,0.000000179902
543,4,1,4,2,2,29,15120,0.000000023811
544,4,1,4,3,1,30,576,0.000000000907
545,4,1,4,4,0,31,4,0.000000000006
546,4,2,0,0,7,22,50086080,0.000078874032
547,4,2,0,1,6,23,46747008,0.000073615763
548,4,2,0,2,5,24,13571712,0.000021372318
549,4,2,0,3,4,25,1413720,0.000002226283
550,4,2,0,4,3,26,42840,0.000000067463
551,4,2,1,0,6,24,46747008,0.000073615763
552,4,2,1,1,5,25,36191232,0.000056992849
553,4,2,1,2,4,26,8482320,0.000013357699
554,4,2,1,3,3,27,685440,0.000001079410
555,4,2,1,4,2,28,15120,0.000000023811
556,4,2,2,0,5,26,13571712,0.000021372318
557,4,2,2,1,4,27,8482320,0.000013357699
558,4,2,2,2,3,28,1542240,0.000002428673
559,4,2,2,3,2,29,90720,0.000000142863
560,4,2,2,4,1,30,1296,0.000000002041
561,4,2,3,0,4,28,1413720,0.000002226283
562,4,2,3,1,3,29,685440,0.000001079410
563,4,2,3,2,2,30,90720,0.000000142863
564,4,2,3,3,1,31,3456,0.000000005442
565,4,2,3,4,0,32,24,0.000000000038
566,4,2,4,0,3,30,42840,0.000000067463
567,4,2,4,1,2,31,15120,0.000000023811
568,4,2,4,2,1,32,1296,0.000000002041
569,4,2,4,3,0,33,24,0.000000000038
570,4,3,0,0,6,25,7791168,0.000012269294
571,4,3,0,1,5,26,6031872,0.000009498808
572,4,3,0,2,4,27,1413720,0.000002226283
573,4,3,0,3,3,28,114240,0.000000179902
574,4,3,0,4,2,29,2520,0.000000003968
575,4,3,1,0,5,27,6031872,0.000009498808
576,4,3,1,1,4,28,3769920,0.000005936755
577,4,3,1,2,3,29,685440,0.000001079410
578,4,3,1,3,2,30,40320,0.000000063495
579,4,3,1,4,1,31,576,0.000000000907
580,4,3,2,0,4,29,1413720,0.000002226283
581,4,3,2,1,3,30,685440,0.000001079410
582,4,3,2,2,2,31,90720,0.000000142863
583,4,3,2,3,1,32,3456,0.000000005442
584,4,3,2,4,0,33,24,0.000000000038
585,4,3,3,0,3,31,114240,0.000000179902
586,4,3,3,1,2,32,40320,0.000000063495
587,4,3,3,2,1,33,3456,0.000000005442
588,4,3,3,3,0,34,64,0.000000000101
589,4,3,4,0,2,33,2520,0.000000003968
590,4,3,4,1,1,34,576,0.000000000907
591,4,3,4,2,0,35,24,0.000000000038
592,4,4,0,0,5,28,376992,0.000000593676
593,4,4,0,1,4,29,235620,0.000000371047
594,4,4,0,2,3,30,42840,0.000000067463
595,4,4,0,3,2,31,2520,0.000000003968
596,4,4,0,4,1,32,36,0.000000000057
597,4,4,1,0,4,30,235620,0.000000371047
598,4,4,1,1,3,31,114240,0.000000179902
599,4,4,1,2,2,32,15120,0.000000023811
600,4,4,1,3,1,33,576,0.000000000907
601,4,4,1,4,0,34,4,0.000000000006
602,4,4,2,0,3,32,42840,0.000000067463
603,4,4,2,1,2,33,15120,0.000000023811
604,4,4,2,2,1,34,1296,0.000000002041
605,4,4,2,3,0,35,24,0.000000000038
606,4,4,3,0,2,34,2520,0.000000003968
607,4,4,3,1,1,35,576,0.000000000907
608,4,4,3,2,0,36,24,0.000000000038
609,4,4,4,0,1,36,36,0.000000000057
610,4,4,4,1,0,37,4,0.000000000006

Distribution of suit vectors
Index, Spades, Hearts, Diamonds, Clubs, Value, Hands, Probability
1,0,0,0,13,9,1,0.000000000002
2,0,0,1,12,8,169,0.000000000266
3,0,0,2,11,7,6084,0.000000009581
4,0,0,3,10,6,81796,0.000000128810
5,0,0,4,9,6,511225,0.000000805062
6,0,0,5,8,6,1656369,0.000002608399
7,0,0,6,7,6,2944656,0.000004637155
8,0,0,7,6,6,2944656,0.000004637155
9,0,0,8,5,6,1656369,0.000002608399
10,0,0,9,4,6,511225,0.000000805062
11,0,0,10,3,6,81796,0.000000128810
12,0,0,11,2,7,6084,0.000000009581
13,0,0,12,1,8,169,0.000000000266
14,0,0,13,0,9,1,0.000000000002
15,0,1,0,12,8,169,0.000000000266
16,0,1,1,11,7,13182,0.000000020759
17,0,1,2,10,6,290004,0.000000456689
18,0,1,3,9,5,2658370,0.000004186320
19,0,1,4,8,5,11962665,0.000018838440
20,0,1,5,7,5,28710396,0.000045212257
21,0,1,6,6,5,38280528,0.000060283009
22,0,1,7,5,5,28710396,0.000045212257
23,0,1,8,4,5,11962665,0.000018838440
24,0,1,9,3,5,2658370,0.000004186320
25,0,1,10,2,6,290004,0.000000456689
26,0,1,11,1,7,13182,0.000000020759
27,0,1,12,0,8,169,0.000000000266
28,0,2,0,11,7,6084,0.000000009581
29,0,2,1,10,6,290004,0.000000456689
30,0,2,2,9,5,4350060,0.000006850342
31,0,2,3,8,4,28710396,0.000045212257
32,0,2,4,7,4,95701320,0.000150707522
33,0,2,5,6,4,172262376,0.000271273540
34,0,2,6,5,4,172262376,0.000271273540
35,0,2,7,4,4,95701320,0.000150707522
36,0,2,8,3,4,28710396,0.000045212257
37,0,2,9,2,5,4350060,0.000006850342
38,0,2,10,1,6,290004,0.000000456689
39,0,2,11,0,7,6084,0.000000009581
40,0,3,0,10,6,81796,0.000000128810
41,0,3,1,9,5,2658370,0.000004186320
42,0,3,2,8,4,28710396,0.000045212257
43,0,3,3,7,3,140361936,0.000221037699
44,0,3,4,6,3,350904840,0.000552594247
45,0,3,5,5,3,473721534,0.000746002234
46,0,3,6,4,3,350904840,0.000552594247
47,0,3,7,3,3,140361936,0.000221037699
48,0,3,8,2,4,28710396,0.000045212257
49,0,3,9,1,5,2658370,0.000004186320
50,0,3,10,0,6,81796,0.000000128810
51,0,4,0,9,6,511225,0.000000805062
52,0,4,1,8,5,11962665,0.000018838440
53,0,4,2,7,4,95701320,0.000150707522
54,0,4,3,6,3,350904840,0.000552594247
55,0,4,4,5,3,657946575,0.001036114214
56,0,4,5,4,3,657946575,0.001036114214
57,0,4,6,3,3,350904840,0.000552594247
58,0,4,7,2,4,95701320,0.000150707522
59,0,4,8,1,5,11962665,0.000018838440
60,0,4,9,0,6,511225,0.000000805062
61,0,5,0,8,6,1656369,0.000002608399
62,0,5,1,7,5,28710396,0.000045212257
63,0,5,2,6,4,172262376,0.000271273540
64,0,5,3,5,3,473721534,0.000746002234
65,0,5,4,4,3,657946575,0.001036114214
66,0,5,5,3,3,473721534,0.000746002234
67,0,5,6,2,4,172262376,0.000271273540
68,0,5,7,1,5,28710396,0.000045212257
69,0,5,8,0,6,1656369,0.000002608399
70,0,6,0,7,6,2944656,0.000004637155
71,0,6,1,6,5,38280528,0.000060283009
72,0,6,2,5,4,172262376,0.000271273540
73,0,6,3,4,3,350904840,0.000552594247
74,0,6,4,3,3,350904840,0.000552594247
75,0,6,5,2,4,172262376,0.000271273540
76,0,6,6,1,5,38280528,0.000060283009
77,0,6,7,0,6,2944656,0.000004637155
78,0,7,0,6,6,2944656,0.000004637155
79,0,7,1,5,5,28710396,0.000045212257
80,0,7,2,4,4,95701320,0.000150707522
81,0,7,3,3,3,140361936,0.000221037699
82,0,7,4,2,4,95701320,0.000150707522
83,0,7,5,1,5,28710396,0.000045212257
84,0,7,6,0,6,2944656,0.000004637155
85,0,8,0,5,6,1656369,0.000002608399
86,0,8,1,4,5,11962665,0.000018838440
87,0,8,2,3,4,28710396,0.000045212257
88,0,8,3,2,4,28710396,0.000045212257
89,0,8,4,1,5,11962665,0.000018838440
90,0,8,5,0,6,1656369,0.000002608399
91,0,9,0,4,6,511225,0.000000805062
92,0,9,1,3,5,2658370,0.000004186320
93,0,9,2,2,5,4350060,0.000006850342
94,0,9,3,1,5,2658370,0.000004186320
95,0,9,4,0,6,511225,0.000000805062
96,0,10,0,3,6,81796,0.000000128810
97,0,10,1,2,6,290004,0.000000456689
98,0,10,2,1,6,290004,0.000000456689
99,0,10,3,0,6,81796,0.000000128810
100,0,11,0,2,7,6084,0.000000009581
101,0,11,1,1,7,13182,0.000000020759
102,0,11,2,0,7,6084,0.000000009581
103,0,12,0,1,8,169,0.000000000266
104,0,12,1,0,8,169,0.000000000266
105,0,13,0,0,9,1,0.000000000002
106,1,0,0,12,8,169,0.000000000266
107,1,0,1,11,7,13182,0.000000020759
108,1,0,2,10,6,290004,0.000000456689
109,1,0,3,9,5,2658370,0.000004186320
110,1,0,4,8,5,11962665,0.000018838440
111,1,0,5,7,5,28710396,0.000045212257
112,1,0,6,6,5,38280528,0.000060283009
113,1,0,7,5,5,28710396,0.000045212257
114,1,0,8,4,5,11962665,0.000018838440
115,1,0,9,3,5,2658370,0.000004186320
116,1,0,10,2,6,290004,0.000000456689
117,1,0,11,1,7,13182,0.000000020759
118,1,0,12,0,8,169,0.000000000266
119,1,1,0,11,7,13182,0.000000020759
120,1,1,1,10,6,628342,0.000000989494
121,1,1,2,9,5,9425130,0.000014842407
122,1,1,3,8,4,62205858,0.000097959889
123,1,1,4,7,4,207352860,0.000326532964
124,1,1,5,6,4,373235148,0.000587759336
125,1,1,6,5,4,373235148,0.000587759336
126,1,1,7,4,4,207352860,0.000326532964
127,1,1,8,3,4,62205858,0.000097959889
128,1,1,9,2,5,9425130,0.000014842407
129,1,1,10,1,6,628342,0.000000989494
130,1,1,11,0,7,13182,0.000000020759
131,1,2,0,10,6,290004,0.000000456689
132,1,2,1,9,5,9425130,0.000014842407
133,1,2,2,8,4,101791404,0.000160298001
134,1,2,3,7,3,497646864,0.000783679114
135,1,2,4,6,3,1244117160,0.001959197786
136,1,2,5,5,3,1679558166,0.002644917011
137,1,2,6,4,3,1244117160,0.001959197786
138,1,2,7,3,3,497646864,0.000783679114
139,1,2,8,2,4,101791404,0.000160298001
140,1,2,9,1,5,9425130,0.000014842407
141,1,2,10,0,6,290004,0.000000456689
142,1,3,0,9,5,2658370,0.000004186320
143,1,3,1,8,4,62205858,0.000097959889
144,1,3,2,7,3,497646864,0.000783679114
145,1,3,3,6,2,1824705168,0.002873490086
146,1,3,4,5,2,3421322190,0.005387793911
147,1,3,5,4,2,3421322190,0.005387793911
148,1,3,6,3,2,1824705168,0.002873490086
149,1,3,7,2,3,497646864,0.000783679114
150,1,3,8,1,4,62205858,0.000097959889
151,1,3,9,0,5,2658370,0.000004186320
152,1,4,0,8,5,11962665,0.000018838440
153,1,4,1,7,4,207352860,0.000326532964
154,1,4,2,6,3,1244117160,0.001959197786
155,1,4,3,5,2,3421322190,0.005387793911
156,1,4,4,4,2,4751836375,0.007483047099
157,1,4,5,3,2,3421322190,0.005387793911
158,1,4,6,2,3,1244117160,0.001959197786
159,1,4,7,1,4,207352860,0.000326532964
160,1,4,8,0,5,11962665,0.000018838440
161,1,5,0,7,5,28710396,0.000045212257
162,1,5,1,6,4,373235148,0.000587759336
163,1,5,2,5,3,1679558166,0.002644917011
164,1,5,3,4,2,3421322190,0.005387793911
165,1,5,4,3,2,3421322190,0.005387793911
166,1,5,5,2,3,1679558166,0.002644917011
167,1,5,6,1,4,373235148,0.000587759336
168,1,5,7,0,5,28710396,0.000045212257
169,1,6,0,6,5,38280528,0.000060283009
170,1,6,1,5,4,373235148,0.000587759336
171,1,6,2,4,3,1244117160,0.001959197786
172,1,6,3,3,2,1824705168,0.002873490086
173,1,6,4,2,3,1244117160,0.001959197786
174,1,6,5,1,4,373235148,0.000587759336
175,1,6,6,0,5,38280528,0.000060283009
176,1,7,0,5,5,28710396,0.000045212257
177,1,7,1,4,4,207352860,0.000326532964
178,1,7,2,3,3,497646864,0.000783679114
179,1,7,3,2,3,497646864,0.000783679114
180,1,7,4,1,4,207352860,0.000326532964
181,1,7,5,0,5,28710396,0.000045212257
182,1,8,0,4,5,11962665,0.000018838440
183,1,8,1,3,4,62205858,0.000097959889
184,1,8,2,2,4,101791404,0.000160298001
185,1,8,3,1,4,62205858,0.000097959889
186,1,8,4,0,5,11962665,0.000018838440
187,1,9,0,3,5,2658370,0.000004186320
188,1,9,1,2,5,9425130,0.000014842407
189,1,9,2,1,5,9425130,0.000014842407
190,1,9,3,0,5,2658370,0.000004186320
191,1,10,0,2,6,290004,0.000000456689
192,1,10,1,1,6,628342,0.000000989494
193,1,10,2,0,6,290004,0.000000456689
194,1,11,0,1,7,13182,0.000000020759
195,1,11,1,0,7,13182,0.000000020759
196,1,12,0,0,8,169,0.000000000266
197,2,0,0,11,7,6084,0.000000009581
198,2,0,1,10,6,290004,0.000000456689
199,2,0,2,9,5,4350060,0.000006850342
200,2,0,3,8,4,28710396,0.000045212257
201,2,0,4,7,4,95701320,0.000150707522
202,2,0,5,6,4,172262376,0.000271273540
203,2,0,6,5,4,172262376,0.000271273540
204,2,0,7,4,4,95701320,0.000150707522
205,2,0,8,3,4,28710396,0.000045212257
206,2,0,9,2,5,4350060,0.000006850342
207,2,0,10,1,6,290004,0.000000456689
208,2,0,11,0,7,6084,0.000000009581
209,2,1,0,10,6,290004,0.000000456689
210,2,1,1,9,5,9425130,0.000014842407
211,2,1,2,8,4,101791404,0.000160298001
212,2,1,3,7,3,497646864,0.000783679114
213,2,1,4,6,3,1244117160,0.001959197786
214,2,1,5,5,3,1679558166,0.002644917011
215,2,1,6,4,3,1244117160,0.001959197786
216,2,1,7,3,3,497646864,0.000783679114
217,2,1,8,2,4,101791404,0.000160298001
218,2,1,9,1,5,9425130,0.000014842407
219,2,1,10,0,6,290004,0.000000456689
220,2,2,0,9,5,4350060,0.000006850342
221,2,2,1,8,4,101791404,0.000160298001
222,2,2,2,7,3,814331232,0.001282384005
223,2,2,3,6,2,2985881184,0.004702074686
224,2,2,4,5,2,5598527220,0.008816390037
225,2,2,5,4,2,5598527220,0.008816390037
226,2,2,6,3,2,2985881184,0.004702074686
227,2,2,7,2,3,814331232,0.001282384005
228,2,2,8,1,4,101791404,0.000160298001
229,2,2,9,0,5,4350060,0.000006850342
230,2,3,0,8,4,28710396,0.000045212257
231,2,3,1,7,3,497646864,0.000783679114
232,2,3,2,6,2,2985881184,0.004702074686
233,2,3,3,5,1,8211173256,0.012930705387
234,2,3,4,4,1,11404407300,0.017959313038
235,2,3,5,3,1,8211173256,0.012930705387
236,2,3,6,2,2,2985881184,0.004702074686
237,2,3,7,1,3,497646864,0.000783679114
238,2,3,8,0,4,28710396,0.000045212257
239,2,4,0,7,4,95701320,0.000150707522
240,2,4,1,6,3,1244117160,0.001959197786
241,2,4,2,5,2,5598527220,0.008816390037
242,2,4,3,4,1,11404407300,0.017959313038
243,2,4,4,3,1,11404407300,0.017959313038
244,2,4,5,2,2,5598527220,0.008816390037
245,2,4,6,1,3,1244117160,0.001959197786
246,2,4,7,0,4,95701320,0.000150707522
247,2,5,0,6,4,172262376,0.000271273540
248,2,5,1,5,3,1679558166,0.002644917011
249,2,5,2,4,2,5598527220,0.008816390037
250,2,5,3,3,1,8211173256,0.012930705387
251,2,5,4,2,2,5598527220,0.008816390037
252,2,5,5,1,3,1679558166,0.002644917011
253,2,5,6,0,4,172262376,0.000271273540
254,2,6,0,5,4,172262376,0.000271273540
255,2,6,1,4,3,1244117160,0.001959197786
256,2,6,2,3,2,2985881184,0.004702074686
257,2,6,3,2,2,2985881184,0.004702074686
258,2,6,4,1,3,1244117160,0.001959197786
259,2,6,5,0,4,172262376,0.000271273540
260,2,7,0,4,4,95701320,0.000150707522
261,2,7,1,3,3,497646864,0.000783679114
262,2,7,2,2,3,814331232,0.001282384005
263,2,7,3,1,3,497646864,0.000783679114
264,2,7,4,0,4,95701320,0.000150707522
265,2,8,0,3,4,28710396,0.000045212257
266,2,8,1,2,4,101791404,0.000160298001
267,2,8,2,1,4,101791404,0.000160298001
268,2,8,3,0,4,28710396,0.000045212257
269,2,9,0,2,5,4350060,0.000006850342
270,2,9,1,1,5,9425130,0.000014842407
271,2,9,2,0,5,4350060,0.000006850342
272,2,10,0,1,6,290004,0.000000456689
273,2,10,1,0,6,290004,0.000000456689
274,2,11,0,0,7,6084,0.000000009581
275,3,0,0,10,6,81796,0.000000128810
276,3,0,1,9,5,2658370,0.000004186320
277,3,0,2,8,4,28710396,0.000045212257
278,3,0,3,7,3,140361936,0.000221037699
279,3,0,4,6,3,350904840,0.000552594247
280,3,0,5,5,3,473721534,0.000746002234
281,3,0,6,4,3,350904840,0.000552594247
282,3,0,7,3,3,140361936,0.000221037699
283,3,0,8,2,4,28710396,0.000045212257
284,3,0,9,1,5,2658370,0.000004186320
285,3,0,10,0,6,81796,0.000000128810
286,3,1,0,9,5,2658370,0.000004186320
287,3,1,1,8,4,62205858,0.000097959889
288,3,1,2,7,3,497646864,0.000783679114
289,3,1,3,6,2,1824705168,0.002873490086
290,3,1,4,5,2,3421322190,0.005387793911
291,3,1,5,4,2,3421322190,0.005387793911
292,3,1,6,3,2,1824705168,0.002873490086
293,3,1,7,2,3,497646864,0.000783679114
294,3,1,8,1,4,62205858,0.000097959889
295,3,1,9,0,5,2658370,0.000004186320
296,3,2,0,8,4,28710396,0.000045212257
297,3,2,1,7,3,497646864,0.000783679114
298,3,2,2,6,2,2985881184,0.004702074686
299,3,2,3,5,1,8211173256,0.012930705387
300,3,2,4,4,1,11404407300,0.017959313038
301,3,2,5,3,1,8211173256,0.012930705387
302,3,2,6,2,2,2985881184,0.004702074686
303,3,2,7,1,3,497646864,0.000783679114
304,3,2,8,0,4,28710396,0.000045212257
305,3,3,0,7,3,140361936,0.000221037699
306,3,3,1,6,2,1824705168,0.002873490086
307,3,3,2,5,1,8211173256,0.012930705387
308,3,3,3,4,0,16726464040,0.026340325789
309,3,3,4,3,0,16726464040,0.026340325789
310,3,3,5,2,1,8211173256,0.012930705387
311,3,3,6,1,2,1824705168,0.002873490086
312,3,3,7,0,3,140361936,0.000221037699
313,3,4,0,6,3,350904840,0.000552594247
314,3,4,1,5,2,3421322190,0.005387793911
315,3,4,2,4,1,11404407300,0.017959313038
316,3,4,3,3,0,16726464040,0.026340325789
317,3,4,4,2,1,11404407300,0.017959313038
318,3,4,5,1,2,3421322190,0.005387793911
319,3,4,6,0,3,350904840,0.000552594247
320,3,5,0,5,3,473721534,0.000746002234
321,3,5,1,4,2,3421322190,0.005387793911
322,3,5,2,3,1,8211173256,0.012930705387
323,3,5,3,2,1,8211173256,0.012930705387
324,3,5,4,1,2,3421322190,0.005387793911
325,3,5,5,0,3,473721534,0.000746002234
326,3,6,0,4,3,350904840,0.000552594247
327,3,6,1,3,2,1824705168,0.002873490086
328,3,6,2,2,2,2985881184,0.004702074686
329,3,6,3,1,2,1824705168,0.002873490086
330,3,6,4,0,3,350904840,0.000552594247
331,3,7,0,3,3,140361936,0.000221037699
332,3,7,1,2,3,497646864,0.000783679114
333,3,7,2,1,3,497646864,0.000783679114
334,3,7,3,0,3,140361936,0.000221037699
335,3,8,0,2,4,28710396,0.000045212257
336,3,8,1,1,4,62205858,0.000097959889
337,3,8,2,0,4,28710396,0.000045212257
338,3,9,0,1,5,2658370,0.000004186320
339,3,9,1,0,5,2658370,0.000004186320
340,3,10,0,0,6,81796,0.000000128810
341,4,0,0,9,6,511225,0.000000805062
342,4,0,1,8,5,11962665,0.000018838440
343,4,0,2,7,4,95701320,0.000150707522
344,4,0,3,6,3,350904840,0.000552594247
345,4,0,4,5,3,657946575,0.001036114214
346,4,0,5,4,3,657946575,0.001036114214
347,4,0,6,3,3,350904840,0.000552594247
348,4,0,7,2,4,95701320,0.000150707522
349,4,0,8,1,5,11962665,0.000018838440
350,4,0,9,0,6,511225,0.000000805062
351,4,1,0,8,5,11962665,0.000018838440
352,4,1,1,7,4,207352860,0.000326532964
353,4,1,2,6,3,1244117160,0.001959197786
354,4,1,3,5,2,3421322190,0.005387793911
355,4,1,4,4,2,4751836375,0.007483047099
356,4,1,5,3,2,3421322190,0.005387793911
357,4,1,6,2,3,1244117160,0.001959197786
358,4,1,7,1,4,207352860,0.000326532964
359,4,1,8,0,5,11962665,0.000018838440
360,4,2,0,7,4,95701320,0.000150707522
361,4,2,1,6,3,1244117160,0.001959197786
362,4,2,2,5,2,5598527220,0.008816390037
363,4,2,3,4,1,11404407300,0.017959313038
364,4,2,4,3,1,11404407300,0.017959313038
365,4,2,5,2,2,5598527220,0.008816390037
366,4,2,6,1,3,1244117160,0.001959197786
367,4,2,7,0,4,95701320,0.000150707522
368,4,3,0,6,3,350904840,0.000552594247
369,4,3,1,5,2,3421322190,0.005387793911
370,4,3,2,4,1,11404407300,0.017959313038
371,4,3,3,3,0,16726464040,0.026340325789
372,4,3,4,2,1,11404407300,0.017959313038
373,4,3,5,1,2,3421322190,0.005387793911
374,4,3,6,0,3,350904840,0.000552594247
375,4,4,0,5,3,657946575,0.001036114214
376,4,4,1,4,2,4751836375,0.007483047099
377,4,4,2,3,1,11404407300,0.017959313038
378,4,4,3,2,1,11404407300,0.017959313038
379,4,4,4,1,2,4751836375,0.007483047099
380,4,4,5,0,3,657946575,0.001036114214
381,4,5,0,4,3,657946575,0.001036114214
382,4,5,1,3,2,3421322190,0.005387793911
383,4,5,2,2,2,5598527220,0.008816390037
384,4,5,3,1,2,3421322190,0.005387793911
385,4,5,4,0,3,657946575,0.001036114214
386,4,6,0,3,3,350904840,0.000552594247
387,4,6,1,2,3,1244117160,0.001959197786
388,4,6,2,1,3,1244117160,0.001959197786
389,4,6,3,0,3,350904840,0.000552594247
390,4,7,0,2,4,95701320,0.000150707522
391,4,7,1,1,4,207352860,0.000326532964
392,4,7,2,0,4,95701320,0.000150707522
393,4,8,0,1,5,11962665,0.000018838440
394,4,8,1,0,5,11962665,0.000018838440
395,4,9,0,0,6,511225,0.000000805062
396,5,0,0,8,6,1656369,0.000002608399
397,5,0,1,7,5,28710396,0.000045212257
398,5,0,2,6,4,172262376,0.000271273540
399,5,0,3,5,3,473721534,0.000746002234
400,5,0,4,4,3,657946575,0.001036114214
401,5,0,5,3,3,473721534,0.000746002234
402,5,0,6,2,4,172262376,0.000271273540
403,5,0,7,1,5,28710396,0.000045212257
404,5,0,8,0,6,1656369,0.000002608399
405,5,1,0,7,5,28710396,0.000045212257
406,5,1,1,6,4,373235148,0.000587759336
407,5,1,2,5,3,1679558166,0.002644917011
408,5,1,3,4,2,3421322190,0.005387793911
409,5,1,4,3,2,3421322190,0.005387793911
410,5,1,5,2,3,1679558166,0.002644917011
411,5,1,6,1,4,373235148,0.000587759336
412,5,1,7,0,5,28710396,0.000045212257
413,5,2,0,6,4,172262376,0.000271273540
414,5,2,1,5,3,1679558166,0.002644917011
415,5,2,2,4,2,5598527220,0.008816390037
416,5,2,3,3,1,8211173256,0.012930705387
417,5,2,4,2,2,5598527220,0.008816390037
418,5,2,5,1,3,1679558166,0.002644917011
419,5,2,6,0,4,172262376,0.000271273540
420,5,3,0,5,3,473721534,0.000746002234
421,5,3,1,4,2,3421322190,0.005387793911
422,5,3,2,3,1,8211173256,0.012930705387
423,5,3,3,2,1,8211173256,0.012930705387
424,5,3,4,1,2,3421322190,0.005387793911
425,5,3,5,0,3,473721534,0.000746002234
426,5,4,0,4,3,657946575,0.001036114214
427,5,4,1,3,2,3421322190,0.005387793911
428,5,4,2,2,2,5598527220,0.008816390037
429,5,4,3,1,2,3421322190,0.005387793911
430,5,4,4,0,3,657946575,0.001036114214
431,5,5,0,3,3,473721534,0.000746002234
432,5,5,1,2,3,1679558166,0.002644917011
433,5,5,2,1,3,1679558166,0.002644917011
434,5,5,3,0,3,473721534,0.000746002234
435,5,6,0,2,4,172262376,0.000271273540
436,5,6,1,1,4,373235148,0.000587759336
437,5,6,2,0,4,172262376,0.000271273540
438,5,7,0,1,5,28710396,0.000045212257
439,5,7,1,0,5,28710396,0.000045212257
440,5,8,0,0,6,1656369,0.000002608399
441,6,0,0,7,6,2944656,0.000004637155
442,6,0,1,6,5,38280528,0.000060283009
443,6,0,2,5,4,172262376,0.000271273540
444,6,0,3,4,3,350904840,0.000552594247
445,6,0,4,3,3,350904840,0.000552594247
446,6,0,5,2,4,172262376,0.000271273540
447,6,0,6,1,5,38280528,0.000060283009
448,6,0,7,0,6,2944656,0.000004637155
449,6,1,0,6,5,38280528,0.000060283009
450,6,1,1,5,4,373235148,0.000587759336
451,6,1,2,4,3,1244117160,0.001959197786
452,6,1,3,3,2,1824705168,0.002873490086
453,6,1,4,2,3,1244117160,0.001959197786
454,6,1,5,1,4,373235148,0.000587759336
455,6,1,6,0,5,38280528,0.000060283009
456,6,2,0,5,4,172262376,0.000271273540
457,6,2,1,4,3,1244117160,0.001959197786
458,6,2,2,3,2,2985881184,0.004702074686
459,6,2,3,2,2,2985881184,0.004702074686
460,6,2,4,1,3,1244117160,0.001959197786
461,6,2,5,0,4,172262376,0.000271273540
462,6,3,0,4,3,350904840,0.000552594247
463,6,3,1,3,2,1824705168,0.002873490086
464,6,3,2,2,2,2985881184,0.004702074686
465,6,3,3,1,2,1824705168,0.002873490086
466,6,3,4,0,3,350904840,0.000552594247
467,6,4,0,3,3,350904840,0.000552594247
468,6,4,1,2,3,1244117160,0.001959197786
469,6,4,2,1,3,1244117160,0.001959197786
